"Adduct","AllGroups","Analog:Adduct","Analog:Compound_Name","Analog:Compound_Source","Analog:Data_Collector","Analog:GNPSLibraryURL","Analog:IIN Best Ion=Library Adduct","Analog:INCHI","Analog:Instrument","Analog:Ion_Source","Analog:IonMode","Analog:Library_Class","Analog:MassDiff","Analog:MQScore","Analog:MZErrorPPM","Analog:PI","Analog:SharedPeaks","Analog:Smiles","Analog:SpectrumID","Analog:tags","ATTRIBUTE_condition","ATTRIBUTE_disease_stage","ATTRIBUTE_host_age_at_sample_collection","ATTRIBUTE_host_subject_id","ATTRIBUTE_timepoint","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSGROUP:10N","GNPSGROUP:11B","GNPSGROUP:11L","GNPSGROUP:12.0","GNPSGROUP:12B","GNPSGROUP:12L","GNPSGROUP:12R","GNPSGROUP:13L","GNPSGROUP:13N","GNPSGROUP:14L","GNPSGROUP:14R","GNPSGROUP:15L","GNPSGROUP:16R","GNPSGROUP:17N","GNPSGROUP:17R","GNPSGROUP:18L","GNPSGROUP:18R","GNPSGROUP:19R","GNPSGROUP:20N","GNPSGROUP:21L","GNPSGROUP:21R","GNPSGROUP:22.0","GNPSGROUP:22L","GNPSGROUP:22N","GNPSGROUP:23N","GNPSGROUP:24L","GNPSGROUP:3L","GNPSGROUP:5L","GNPSGROUP:6R","GNPSGROUP:7.0","GNPSGROUP:7L","GNPSGROUP:7N","GNPSGROUP:8L","GNPSGROUP:8N","GNPSGROUP:9aL","GNPSGROUP:9aR","GNPSGROUP:9bB","GNPSGROUP:9bN","GNPSGROUP:9bR","GNPSGROUP:FA","GNPSGROUP:FT","GNPSGROUP:HCC","GNPSGROUP:nan","GNPSGROUP:NASH","GNPSGROUP:TRF","GNPSGROUP:ZT1","GNPSGROUP:ZT13","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","IIN Best Ion=Library Adduct","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","neutral M mass","NODE_TYPE","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","tags","UniqueFileSources"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","4334","69","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","3.9352342638420206","129.89364361745575","108.42152547432126","42.02894984413677","129.51882603025385","92.34729627279928","71.22202730612958","3.943363624004068","1.967203486710818","2.1418111372785957","1.3863285303607735","2.8124274213093403","1.721275670079106","1.466555420531896","1.2046562941701437","1.4572129453524143","1.7515883399951857","1.5599485538270932","1.3220346094608715","76.1313046501394","64.36775675363711","40.096935914571766","64.63972053503144","65.55566578643526","78.77248696806163","65.50722689939388","2.9176189054258224","3.403180187636768","3.1935974119808987","49.5946499878584","2.3462614134898008","1.562742678637643","1.3447889131119164","2.131156138324446","2.0462196926190206","1.3207051873992792","78.16067193905171","146.78629471479925","194.1818788514985","1.6538142671276639","2.8163590851354217","40.096935914571766","104.20457775524685","42.02894984413677","49.5946499878584","44.89958148013515","44.8563723765014","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4334.0"",""main.cluster index_upperinput"":""4334.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","4334","0.0","Feature Node","144","353.1709","","353.1709","2.2946","2.2946","false","4334","","","","6417.695611254658","","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","1409","69","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","22.960044936706492","450.6415532726956","411.99611715479296","201.1386375211809","404.35395510873263","426.8791391372465","401.77589619874885","189.88251524605712","82.56064288199684","18.196283654765367","14.663533583421291","40.27533348818018","19.984153383291364","13.526864850968968","52.44355564943932","18.269704161372093","12.020585842269522","45.179635252666046","29.109232381651513","324.2081393549162","323.37558855622717","217.3913945567082","319.1386206952977","485.95201611238224","374.19714188025534","328.970838842281","5.133050046995505","26.328072091426733","13.632794132763179","169.9438527822321","35.45815595347561","32.276021487825716","24.215392034698358","56.51722850770665","27.21602119269079","15.301376061503234","557.0435211844233","442.3965876822073","526.8995176384122","28.90619430288568","39.58445650028269","217.3913945567082","409.3492093181543","201.1386375211809","169.9438527822321","184.4927428457031","197.74214146693035","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1409.0"",""main.cluster index_upperinput"":""1409.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","1409","0.0","Feature Node","147","339.1206","","339.1206","3.4506","3.4506","false","1409","","","","27341.288399013196","","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","480","69","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","774.2133551816694","66.76581036545254","75.91149792683821","320.3149481828442","32.5390233768468","92.24687704308108","327.64182761512797","835.0473282394503","492.5975647297295","370.52265053797544","164.96088753729964","633.2345553056775","378.0142022208147","481.56698684499463","457.05017614747936","293.2761360175718","984.2851167859401","703.7980205107542","330.15737942536094","93.29074971539612","63.35372231666505","436.16538563206797","89.8809249719013","82.55092342048354","261.56330391678677","61.07121987520545","536.0404484644885","820.7165540529678","489.06981457269603","337.42186917586434","406.1167596254765","418.1611266116552","752.061113387872","672.3504748657384","565.6497941660417","571.5610613130231","28.72021096926487","66.98329874847305","58.677950044560056","508.74241432904614","575.6736806082899","436.16538563206797","85.73760459149553","320.3149481828442","337.42186917586434","335.25072658404906","364.93815145564855","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""480.0"",""main.cluster index_upperinput"":""480.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","480","0.0","Feature Node","147","611.3441","","611.3441","4.8794","4.8794","false","480","","","","49742.37631710278","","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","2591","69","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","66.3831633543223","39.67065667459563","37.67102714359124","42.433235517094715","30.39748515503809","32.53613751826033","48.84820824005936","57.85885819825243","48.36964736395493","50.49081861885877","38.65803471621019","58.687080437962564","43.364317914636764","43.36418278848183","47.59873198915714","57.515581237440244","89.28672435732275","39.28583480288311","40.82931306369939","27.7624798653014","27.816965243085267","45.22939658820308","42.17951674761765","29.93694264177425","37.596240901421794","26.82389749131945","50.14954488811304","63.31733444356327","52.955400187581496","44.66684763234975","30.510542839956106","38.970576366320415","62.3089104710707","57.066625575586706","50.63487234469466","53.6440712964006","28.22999119131746","35.51075830523407","31.581521210947393","48.5066904708086","54.367451246872626","45.22939658820308","33.76850433303127","42.433235517094715","44.66684763234975","42.10112246490249","45.8162096561247","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2591.0"",""main.cluster index_upperinput"":""2591.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","2591","0.0","Feature Node","149","325.1759","","325.1759","2.7913","2.7913","false","2591","","","","6252.427398779742","","N/A"
"[M-H2O+H]+","N/A","[M-H2O+H]+","Suspect related to Marrubiin (predicted molecular formula: C20H28O5) with delta m/z 15.995 (putative explanation: Ala->Ser substitution|Oxidation or Hydroxylation|Phe->Tyr substitution; atomic difference: 1O|1O|1O)","Crude","Wout Bittremieux","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009952623","false","InChI=1S/C20H28O4/c1-13-11-15-16-18(2,17(21)24-15)7-4-8-19(16,3)20(13,22)9-5-14-6-10-23-12-14/h6,10,12-13,15-16,22H,4-5,7-9,11H2,1-3H3/t13-,15-,16+,18+,19+,20-/m1/s1 + 15.995 Da","Orbitrap","ESI","Positive","4","0.000183105","0.8102060000000001","0.552871","Pieter Dorrestein","9","nan","CCMSLIB00009952623","nan","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","3992","116","Suspect related to Marrubiin (predicted molecular formula: C20H28O5) with delta m/z 15.995 (putative explanation: Ala->Ser substitution|Oxidation or Hydroxylation|Phe->Tyr substitution; atomic difference: 1O|1O|1O)","Crude","Wout Bittremieux","N/A","0.0","0.0","0.0","0.0","0.0","0.0","29.897731768652868","10.37119362703381","20.10049441587109","25.04131819681716","10.531186817591722","17.922814454768652","22.085124906049494","84.96272309724307","48.6707630278379","20.002668920463947","23.61117982806712","34.94315845819028","33.235694288588256","49.16425201317802","49.42247930079315","26.147904588020864","27.757968347326614","34.671624546469616","36.16859863566834","16.692506496378407","19.863394647494697","26.94442549588132","5.9608932315854295","41.79551839517567","28.188280304239544","21.26566498045538","56.56163091910047","46.25172263899253","35.893841183669494","34.363062028265205","29.754573364151998","23.350568469763452","23.380662552177082","20.923353122925064","38.886069749122086","57.90630983408484","15.945970692737369","19.96606316621353","13.09210970755057","35.401049495839075","40.23224988194588","26.94442549588132","17.88207998952494","25.04131819681716","34.363062028265205","26.382389059721092","32.49249826685385","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009952623","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3992.0"",""main.cluster index_upperinput"":""3992.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=116&task=f41b3349635c4db3951083ad68727fc2&show=true","false","InChI=1S/C20H28O4/c1-13-11-15-16-18(2,17(21)24-15)7-4-8-19(16,3)20(13,22)9-5-14-6-10-23-12-14/h6,10,12-13,15-16,22H,4-5,7-9,11H2,1-3H3/t13-,15-,16+,18+,19+,20-/m1/s1 + 15.995 Da","Orbitrap","ESI","Positive","4","0.000183105","0.8102060000000001","0.552871","3992","0.0","Feature Node","149","331.1902","Pieter Dorrestein","331.1902","5.0501","5.0501","false","3992","9","nan","CCMSLIB00009952623","4169.448695634169","nan","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","4013","116","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","3.594781102532937","2.181448548759839","3.582179290405735","3.2412879613425125","2.0452659028794837","4.244657921902808","1.2566466423727405","8.236650863621376","4.473046609386571","1.086760948662501","2.4496853705187376","2.8454494499892378","2.8524838699113038","4.087158348232545","4.608122578347685","1.8779733272104322","4.3469847250962355","1.7873014255066129","1.6763074675525442","3.173793605740636","5.051519645349954","2.856718681075899","4.027468635095623","2.591937264116063","3.928865632368396","2.154718191359582","5.290612522090685","5.965597965703352","2.5453843993424132","3.556056632894586","2.030665061577528","2.351399279356205","3.188073031146214","1.6070863656477525","2.964529576402599","4.875048162821338","2.4849561551066754","3.09971552562029","3.044486135009308","2.941618619524305","3.9445370967372715","2.856718681075899","3.1559444633921085","3.2412879613425125","3.556056632894586","3.225931910928909","3.380539923019401","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4013.0"",""main.cluster index_upperinput"":""4013.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=116&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","4013","0.0","Feature Node","149","348.2168","","348.2168","5.0992","5.0992","false","4013","","","","480.3783920067228","","N/A"
"[M+H]+","N/A","[M+H]+","Suspect related to Stercobilin (predicted molecular formula: C33H44N4O7) with delta m/z 13.979 (putative explanation: Thr->Asp substitution|Tryptophan oxidation to oxolactone|aldehyde and ketone modifications|hydroxylation difference carboxylation|proline oxidation to pyroglutamic acid|Oxidation, epoxidation; atomic difference: -2H,1O|-2H,1O|-2H,1O|-2H,1O|-2H,1O|1O,-2H)","Crude","Wout Bittremieux","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00010000807","false","nan","Orbitrap","LC-ESI","Positive","4","0.000427246","0.949463","0.701176","Pieter Dorrestein","14","nan","CCMSLIB00010000807","nan","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","4250","69","Suspect related to Stercobilin (predicted molecular formula: C33H44N4O7) with delta m/z 13.979 (putative explanation: Thr->Asp substitution|Tryptophan oxidation to oxolactone|aldehyde and ketone modifications|hydroxylation difference carboxylation|proline oxidation to pyroglutamic acid|Oxidation, epoxidation; atomic difference: -2H,1O|-2H,1O|-2H,1O|-2H,1O|-2H,1O|1O,-2H)","Crude","Wout Bittremieux","N/A","0.0","0.0","0.0","0.0","0.0","0.0","9.7108506310662","4.471803207780716","3.67526081753408","6.303667494807773","1.7370592984711462","3.3928393335568585","8.14017304355583","13.860948612677706","14.192700746027246","8.21972571218848","6.22559187635802","13.633822109457345","6.565553442269553","7.716653172106678","9.21157397869575","5.554910621428573","17.56748908331882","8.479032244978809","7.529120554463943","2.6046182136140867","2.2092552090639472","7.347918435199721","5.223006218483017","7.7028877145934604","7.255331812611393","3.448642350161605","14.351415837928752","10.160082197997662","13.176819503090652","7.275930439520287","4.379989929125603","5.2450351741875885","7.176168814336873","14.093481715324465","5.979085630328572","8.250631961498406","2.402342357756042","3.4360650856086643","3.724196342021248","7.634887252345053","10.752988977032253","7.347918435199721","3.911848281539346","6.303667494807773","7.275930439520287","7.763819584083082","6.034096504163007","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00010000807","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4250.0"",""main.cluster index_upperinput"":""4250.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=f41b3349635c4db3951083ad68727fc2&show=true","false","nan","Orbitrap","LC-ESI","Positive","4","0.000427246","0.949463","0.701176","4250","0.0","Feature Node","141","609.3284","Pieter Dorrestein","609.3284","5.4164","5.4164","false","4250","14","nan","CCMSLIB00010000807","994.2255317286879","nan","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","226","69","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","313.4636958934626","51.77412190761115","55.38634409974919","168.27885475481443","22.432962872178887","41.72055449845125","40.92031522684235","296.8846161016827","240.0645799146793","421.3583725426751","230.6644169011948","356.2025759724172","409.0397278369357","164.96069504850996","267.63385784128695","325.9980565761748","391.57693295711664","172.88126948175605","192.17760756873298","22.708678920447543","27.87941776543757","148.73963763886184","25.459751012262135","26.242968419838494","37.38469158836374","26.707039940973097","107.72555460675557","274.18586804404157","113.61169038715747","166.41103909202383","127.73571971371365","158.41931198548284","366.437191207668","253.17696262402828","217.22414685050538","255.24793396163042","24.226083012164636","38.1111753593178","41.134976925523475","228.49935778655635","287.5181307072127","148.73963763886184","35.7293221872562","168.27885475481443","166.41103909202383","137.91549648704952","190.69239089076976","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""226.0"",""main.cluster index_upperinput"":""226.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","226","0.0","Feature Node","145","387.1585","","387.1585","3.4732","3.4732","false","226","","","","23176.165880262048","","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","205","69","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","159.66470453036044","25.574494944645036","21.050064084069703","83.76042059711106","12.369997594374512","16.97532165057607","21.200407730904956","167.12484322422966","129.37506620098122","172.92509581300345","108.67772723821031","165.177363307221","157.80400236527444","82.79152900463558","105.04624082492742","166.5024732944222","267.04895650465943","78.55919338177812","92.49158604790904","11.477474352803592","11.957464254946947","71.9676681523211","18.34113511242043","14.592949460079724","13.208042869200844","13.769479091589869","85.93288226971056","146.80875778625898","93.9056355547465","77.01366697991156","53.01744609890815","71.31687389304122","141.0444170545963","117.33817378863198","101.38679103934231","99.50373716460689","20.26558628054982","18.97479618862341","22.02525125865923","105.63274660960205","142.5750099677628","71.9676681523211","17.31048375515057","83.76042059711106","77.01366697991156","75.66684286804748","81.72459542973829","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""205.0"",""main.cluster index_upperinput"":""205.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","205","0.0","Feature Node","143","373.1429","","373.1429","3.2576","3.2576","false","205","","","","11136.281015197339","","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","1279","69","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","60.55141280987382","142.941237986304","122.27789173828991","82.27531929932255","102.04837457080438","122.94189144197686","163.28480365758168","107.25052782631114","76.55690015185758","63.43681255867594","55.86702888427641","86.49155422188724","73.52232164294819","54.957919010301374","71.59219214610025","64.68973744590808","95.53093667458465","78.4646072837155","74.55807134710669","71.58982444635569","82.13442968421903","81.79519113734426","88.49124231858467","74.1385477099964","89.47961259969875","64.20525089910844","123.6339153718852","91.530532839686","92.937596629711","94.9644837110926","65.20761987098041","54.25252618787346","62.46819406638914","60.594685320127205","66.02619355779046","54.74566491151937","96.0507983159676","137.56445123585416","149.7411937892088","64.33309216813653","81.96002424667512","81.79519113734426","108.54354997907808","82.27531929932255","94.9644837110926","79.47592953591128","96.04260143408199","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1279.0"",""main.cluster index_upperinput"":""1279.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","1279","0.0","Feature Node","147","337.1758","","337.1758","3.2601","3.2601","false","1279","","","","12539.15938736972","","N/A"
