"Adduct","AllGroups","Analog:Adduct","Analog:Compound_Name","Analog:Compound_Source","Analog:Data_Collector","Analog:GNPSLibraryURL","Analog:IIN Best Ion=Library Adduct","Analog:INCHI","Analog:Instrument","Analog:Ion_Source","Analog:IonMode","Analog:Library_Class","Analog:MassDiff","Analog:MQScore","Analog:MZErrorPPM","Analog:PI","Analog:SharedPeaks","Analog:Smiles","Analog:SpectrumID","Analog:tags","ATTRIBUTE_condition","ATTRIBUTE_disease_stage","ATTRIBUTE_host_age_at_sample_collection","ATTRIBUTE_host_subject_id","ATTRIBUTE_timepoint","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSGROUP:10N","GNPSGROUP:11B","GNPSGROUP:11L","GNPSGROUP:12.0","GNPSGROUP:12B","GNPSGROUP:12L","GNPSGROUP:12R","GNPSGROUP:13L","GNPSGROUP:13N","GNPSGROUP:14L","GNPSGROUP:14R","GNPSGROUP:15L","GNPSGROUP:16R","GNPSGROUP:17N","GNPSGROUP:17R","GNPSGROUP:18L","GNPSGROUP:18R","GNPSGROUP:19R","GNPSGROUP:20N","GNPSGROUP:21L","GNPSGROUP:21R","GNPSGROUP:22.0","GNPSGROUP:22L","GNPSGROUP:22N","GNPSGROUP:23N","GNPSGROUP:24L","GNPSGROUP:3L","GNPSGROUP:5L","GNPSGROUP:6R","GNPSGROUP:7.0","GNPSGROUP:7L","GNPSGROUP:7N","GNPSGROUP:8L","GNPSGROUP:8N","GNPSGROUP:9aL","GNPSGROUP:9aR","GNPSGROUP:9bB","GNPSGROUP:9bN","GNPSGROUP:9bR","GNPSGROUP:FA","GNPSGROUP:FT","GNPSGROUP:HCC","GNPSGROUP:nan","GNPSGROUP:NASH","GNPSGROUP:TRF","GNPSGROUP:ZT1","GNPSGROUP:ZT13","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","IIN Best Ion=Library Adduct","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","neutral M mass","NODE_TYPE","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","tags","UniqueFileSources"
"[M+H]+","N/A","[M+H]+","Suspect related to Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C24H50NO6P) with delta m/z 12.036 (putative explanation: Ser->Val substitution|Thr->Leu/Ile substitution; atomic difference: 2C,4H,-1O|2C,4H,-1O)","Crude","Wout Bittremieux","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009986028","false","nan","qTof","ESI","Positive","4","0.00109863","0.960518","2.2871799999999998","Pieter Dorrestein","8","nan","CCMSLIB00009986028","nan","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","876","17","Suspect related to Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C24H50NO6P) with delta m/z 12.036 (putative explanation: Ser->Val substitution|Thr->Leu/Ile substitution; atomic difference: 2C,4H,-1O|2C,4H,-1O)","Crude","Wout Bittremieux","N/A","0.0","0.0","0.0","0.0","0.0","0.0","340.24394381392597","162.58430680506422","153.0252592078299","67.38624578600823","202.7766839359464","171.79332462722812","162.98063239009264","80.41862126159336","66.87271597377108","165.8673277569708","180.9211697702154","76.99865301995132","105.0172008943904","84.77373081384226","69.080627502505","65.23253158867634","23.063653392106662","106.30510379362204","60.97968679381395","1.2354519433662299","87.56097677745791","128.13108345965702","82.56993165207889","108.21594276414213","5.432265323904666","4.758474641087091","37.68860578632953","37.3359125739417","55.020382342209416","128.88425558737785","59.71462895651417","51.61800506826136","85.86844324164505","89.42814687374131","38.177091963502875","59.89612187246081","108.62543578520379","210.55517915344734","197.5304716572618","63.59260537530788","120.51401070002333","128.13108345965702","126.33635284717663","67.38624578600823","128.88425558737785","107.13127735834634","103.15941871444808","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009986028","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""876.0"",""main.cluster index_upperinput"":""876.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true","false","nan","qTof","ESI","Positive","4","0.00109863","0.960518","2.2871799999999998","876","0.0","Feature Node","142","480.3451","Pieter Dorrestein","480.3451","7.8199","7.8199","false","876","8","nan","CCMSLIB00009986028","15022.522659952581","nan","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","2311","17","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","63.413001513111716","19.252289418237638","13.97082381372404","18.238720976557993","16.527186745929406","18.323863899883154","14.737861694279912","31.5754217596467","42.41115122823479","61.35446084619295","108.0323885821911","42.667234695422295","81.98769424505201","20.197218010585146","38.13261742136402","10.954630954294505","12.452911629903099","75.51122775402145","31.73069033320805","0.1855889944344669","17.13710071939332","20.835171277082765","23.689016505901616","11.375019445694088","0.5183760137028356","0.3154238733528023","67.71003724879564","16.736383435617316","66.56526530666265","40.35913335067701","17.742959306769777","14.565294368494262","24.26709900248034","32.38868917400418","29.241279231960473","14.424660255759989","20.38663188323642","20.56605106611487","20.84104841889511","22.833751611123997","55.53693841322432","20.835171277082765","14.472878434983171","18.238720976557993","40.35913335067701","39.92723804736574","15.858368389067445","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2311.0"",""main.cluster index_upperinput"":""2311.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","2311","0.0","Feature Node","136","546.3559","","546.3559","7.6288","7.6288","false","2311","","","","3985.7793473048746","","N/A"
"[M+H]+","N/A","[M+H]+","Suspect related to Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C28H50NO7P) with delta m/z 21.984 (putative explanation: Sodium adduct|glyoxal-derived AGE; atomic difference: -1H,1Na|2C,-2H)","Crude","Wout Bittremieux","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009984030","false","nan","Orbitrap","ESI","Positive","4","0.00183105","0.954095","3.36381","Pieter Dorrestein","6","nan","CCMSLIB00009984030","nan","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","797","17","Suspect related to Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C28H50NO7P) with delta m/z 21.984 (putative explanation: Sodium adduct|glyoxal-derived AGE; atomic difference: -1H,1Na|2C,-2H)","Crude","Wout Bittremieux","N/A","0.0","0.0","0.0","0.0","0.0","0.0","112.7041413272024","19.610005190823312","16.869764273299694","59.14614985193277","18.362417302693853","24.162660015938826","18.16104309165037","97.30603388107593","216.16962588006544","124.13885044849877","277.88225979501317","112.2185814659409","278.2998907864515","56.092603340152145","84.41342672491832","47.16700325417435","38.92241296737825","418.19085304658296","135.27247720296896","4.530766949787143","28.438792087532484","40.02511722412232","33.25141347549839","17.88019811908451","7.594846076470186","4.096804756353617","215.75382999785697","69.65332978059058","202.5189963403961","103.92530115281205","44.410437766827","46.975222576180094","66.72809899745525","59.810498584171846","129.2431547328723","44.442630203864134","54.7583742552833","18.472718703428303","15.977475913004971","75.53510446642795","159.70953194227218","40.02511722412232","18.942059591444455","59.14614985193277","103.92530115281205","108.29834987587388","39.31314688639821","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009984030","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""797.0"",""main.cluster index_upperinput"":""797.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true","false","nan","Orbitrap","ESI","Positive","4","0.00183105","0.954095","3.36381","797","0.0","Feature Node","146","544.3408","Pieter Dorrestein","544.3408","7.3704","7.3704","false","797","6","nan","CCMSLIB00009984030","10537.811637106159","nan","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,18L,18R,20N,24L,23N,21R,17R,14L,7L,9aL,12B,nan,7N,21L,5L,9bN,11B,9bR","nan,ZT1,ZT13","0","3240","17","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","75.39511202946859","76.18070478922449","30.502508405166587","69.37421226748931","66.91276079329415","56.42729805456168","0.0","0.0","0.1474682031821908","0.0","0.0","0.0","0.0","0.18179353292944292","0.5282824287396596","1.4434592633090464","0.0","0.36318577600810353","53.67470400047844","66.24924888580169","31.015915145978322","67.12048731000824","70.31697350195766","58.8875428372149","65.41976818632098","0.16534501496952708","0.6372120507482536","0.0","26.279267515396768","0.7476469669000196","0.8760016257784959","0.0","0.43966824420326295","0.45664191831965384","2.5096331842242456","62.78021687509526","66.51749626649153","81.7849050269883","0.7172227318568115","0.12918895163491753","31.015915145978322","68.21786836237949","30.502508405166587","26.279267515396768","24.83553685877249","32.94438492626953","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3240.0"",""main.cluster index_upperinput"":""3240.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","3240","0.0","Feature Node","85","482.3247","","482.3247","5.2854","5.2854","false","3240","","","","4204.326353050006","","N/A"
"[M+H]+","N/A","[M+H]+","Suspect related to 1-Oleoyl-sn-glycero-3-phosphocholine (predicted molecular formula: C26H54NO7P) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)","Crude","Wout Bittremieux","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009929230","false","InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1 + 2.016 Da","Orbitrap","ESI","Positive","4","0.000793457","0.971937","1.51316","Pieter Dorrestein","10","nan","CCMSLIB00009929230","nan","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","4203","17","Suspect related to 1-Oleoyl-sn-glycero-3-phosphocholine (predicted molecular formula: C26H54NO7P) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)","Crude","Wout Bittremieux","N/A","0.0","0.0","0.0","0.0","0.0","0.0","547.5547906538818","628.7345691361097","310.4035780470458","254.75228869969226","790.4932947280441","249.6434936053446","468.551446057605","342.338095385981","250.1655468730649","1045.6129569276104","1014.7614894329616","179.52047315251983","658.4374069565457","261.5354234649613","166.71718872941562","370.49640163837176","209.7379315312185","35.6221267853209","261.4654493848742","56.33828357408271","282.5446293490485","370.8056189375392","942.6152448483899","685.9891147131841","105.64381128443841","116.05780519145071","137.2227134808864","99.8943262113395","220.28026667518807","462.3881030567778","306.57913082758637","306.0840200302515","201.91925886736288","81.65373133336162","140.6227940883846","130.03348242022102","705.9787666171844","258.21936569813494","414.2062645022228","226.4207067764188","441.2033577428525","370.8056189375392","420.05801342564047","254.75228869969226","462.3881030567778","394.6379694725838","334.74967655764607","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009929230","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4203.0"",""main.cluster index_upperinput"":""4203.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true","false","InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1 + 2.016 Da","Orbitrap","ESI","Positive","4","0.000793457","0.971937","1.51316","4203","0.0","Feature Node","146","524.3712","Pieter Dorrestein","524.3712","8.2666","8.2666","false","4203","10","nan","CCMSLIB00009929230","52787.626327156795","nan","N/A"
"[M+H]+","N/A","[M+H]+","Suspect related to Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C26H48NO7P) with delta m/z -6.046 (putative explanation: unspecified; atomic difference: unspecified)","Crude","Wout Bittremieux","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009987435","false","nan","Orbitrap","ESI","Positive","4","0.00012207","0.969715","0.23551","Pieter Dorrestein","13","nan","CCMSLIB00009987435","nan","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","1471","17","Suspect related to Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C26H48NO7P) with delta m/z -6.046 (putative explanation: unspecified; atomic difference: unspecified)","Crude","Wout Bittremieux","N/A","0.0","0.0","0.0","0.0","0.0","0.0","12.725509596198862","214.58734483173808","209.41066722856954","60.64584203076289","346.8256319827899","324.73777465000927","119.90521335389262","10.16893643252013","82.04907796510778","24.202219955113303","18.229965990033406","8.930924232208818","25.20527734248015","3.717607073188534","12.137088025655963","1.9573015299772198","2.5331706435191514","2.240539912850132","1.878325862647043","86.41650032957244","217.15192649975725","76.99199433114677","292.9545144921019","232.10929425399496","111.76013370746215","142.05825003089205","8.372671806289706","7.0389803970212315","5.384181539377277","149.78282418985592","8.357542323376617","8.730383473846524","27.975588320552422","9.770863857261906","13.480127699918654","8.522580127685917","156.04514794642915","249.58412325173268","243.86848965578633","8.579568691389705","18.73235836006094","76.99199433114677","224.59827335406868","60.64584203076289","149.78282418985592","152.31670347695092","48.8960306906239","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009987435","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1471.0"",""main.cluster index_upperinput"":""1471.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true","false","nan","Orbitrap","ESI","Positive","4","0.00012207","0.969715","0.23551","1471","0.0","Feature Node","138","518.3241","Pieter Dorrestein","518.3241","7.0043","7.0043","false","1471","13","nan","CCMSLIB00009987435","14409.359403143413","nan","N/A"
"[M+H]+","N/A","[M+H]+","Suspect related to Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C26H52NO6P) with delta m/z -2.007 (putative explanation: O isotope (reverse)|O18 Labeling (reverse); atomic difference: -(18)O|1O,-1O[18])","Crude","Wout Bittremieux","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009983794","false","nan","Orbitrap","ESI","Positive","4","0.000183105","0.9119780000000001","0.361611","Pieter Dorrestein","7","nan","CCMSLIB00009983794","nan","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","3162","17","Suspect related to Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C26H52NO6P) with delta m/z -2.007 (putative explanation: O isotope (reverse)|O18 Labeling (reverse); atomic difference: -(18)O|1O,-1O[18])","Crude","Wout Bittremieux","N/A","0.0","0.0","0.0","0.0","0.0","0.0","219.23428750771325","23.30944386998301","33.33049259893265","22.187246008487197","27.78612108027454","35.19945227366636","26.831116454072962","34.302889641205745","31.100576726112752","56.940221261741335","87.15533269996128","60.40400043904333","40.12313485849527","38.96794819492656","23.820151030651207","36.35332565308868","5.647938769823298","36.704667062007346","20.415938200669007","0.5041767268814101","12.982407053578648","31.1596996611928","18.810731343919507","10.788164360966775","0.9899065972793913","0.451454257264122","12.183704879438693","19.257302963567692","16.81171037353213","46.679777955695","26.139559077791063","25.471850744217363","49.67185973141407","39.81828030561399","12.56520397460579","23.90003833183933","11.02521724392996","39.105952961156675","23.9336435046375","27.83722458511095","62.79598222415379","31.1596996611928","20.83262112524557","22.187246008487197","46.679777955695","28.929415031823833","39.96075319363621","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009983794","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3162.0"",""main.cluster index_upperinput"":""3162.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true","false","nan","Orbitrap","ESI","Positive","4","0.000183105","0.9119780000000001","0.361611","3162","0.0","Feature Node","140","506.3608","Pieter Dorrestein","506.3608","8.0022","8.0022","false","3162","7","nan","CCMSLIB00009983794","4849.913215560871","nan","N/A"
"[M+Na]+","N/A","[M+Na]+","Suspect related to Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C22H44N7O5P) with delta m/z -4.031 (putative explanation: x2 reduction (reverse); atomic difference: -4H)","Crude","Wout Bittremieux","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009984107","false","nan","Orbitrap","ESI","Positive","4","0.000610352","0.971459","1.12964","Pieter Dorrestein","8","nan","CCMSLIB00009984107","nan","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,20N,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","2840","17","Suspect related to Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 (predicted molecular formula: C22H44N7O5P) with delta m/z -4.031 (putative explanation: x2 reduction (reverse); atomic difference: -4H)","Crude","Wout Bittremieux","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.49131572941907553","41.767519153587976","39.16467873533532","9.193732682159775","58.245107963308456","58.720239303003765","20.350655588267923","0.5180921480826759","4.906378502715933","2.761872678244255","1.9351045968803762","0.6598831025023271","1.6543912067897433","0.24131911937625117","1.0291107436056024","0.08381667890477999","0.0","0.0","0.07273552393134332","19.730330055612693","40.65009371914474","12.325607087167674","59.13461351972","29.370192123705266","18.02301928511931","22.840135199079032","0.11057104173342798","0.11670531157353858","0.7577946593365955","27.486666924566734","0.688035726460757","0.30891382145734186","2.51645350527349","0.3171108755381447","0.4905677402359574","0.13765604088901934","32.747800487599605","46.680125425653856","46.147380206517575","0.4887010293986679","1.266979508234972","12.325607087167674","40.827201780638795","9.193732682159775","27.486666924566734","26.606613211028304","8.1561858039148","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00009984107","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2840.0"",""main.cluster index_upperinput"":""2840.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true","false","nan","Orbitrap","ESI","Positive","4","0.000610352","0.971459","1.12964","2840","0.0","Feature Node","99","540.3056","Pieter Dorrestein","540.3056","6.9925","6.9925","false","2840","8","nan","CCMSLIB00009984107","2495.2721977233655","nan","N/A"
"","N/A","","","","","",,"","","","","","","","","","","","","","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","2393","17","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","4.218068049010849","1437.3407266593092","1068.8286809801941","423.4256292370513","950.8832132246955","952.6931555611166","1386.7522101907352","3.858210038006711","5.816955647267732","2.8823867600918285","5.227087650474149","2.530427972542566","3.805232860696354","16.901718507996986","35.1509900675289","10.044092091885394","16.286804530618866","3.5174291894353957","13.714468000120595","477.3708168718593","315.3638259666704","509.65779993840266","455.8373603905475","943.9030594520723","619.8905956385996","518.1910083530668","5.282158659816335","10.160525974404619","5.611620929155378","338.8089727799999","17.628194724455383","12.377701750012829","11.3919823809613","10.956008923718555","45.18154718098958","30.415293253580842","1020.6328966320799","1276.1834689878026","1729.2639505577554","19.811123383090234","5.166152243130681","509.65779993840266","947.2250801668254","423.4256292370513","338.8089727799999","367.9917594867486","441.432989288286","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2393.0"",""main.cluster index_upperinput"":""2393.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true",,"","","","","","","","","2393","0.0","Feature Node","143","496.3035","","496.3035","4.0252","4.0252","false","2393","","","","58841.27394798714","","N/A"
"M+H","N/A","M+H","Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by daniel","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003137165","false","InChI=1S/C23H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24(2,3)4/h22,25H,5-21H2,1-4H3/t22-/m1/s1","qTof","ESI","Positive","3","0.00109863","0.888042","2.27779","Data from Pieter Dorrestein","7","CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","CCMSLIB00003137165","nan","nan,FT,FA","nan,NASH,TRF,HCC","nan,7.0,12.0,22.0","11L,8N,9bB,22N,12L,9aR,12R,22L,3L,17N,10N,16R,18L,18R,20N,19R,24L,13L,23N,21R,17R,14L,14R,7L,15L,13N,9aL,12B,nan,7N,21L,8L,5L,9bN,6R,11B,9bR","nan,ZT1,ZT13","0","2825","17","Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by daniel","N/A","0.0","0.0","0.0","0.0","0.0","0.0","81.96115239481225","57.78675723119686","62.86706022789332","26.669024403700345","90.65913801384764","74.78085729408097","47.03989950844536","32.47291546361235","30.54955726889949","44.0397695464733","45.93752945126748","11.410711449517299","40.57436106760886","31.100634704073585","17.056231064454828","22.869374426560782","8.417178781709922","8.86536739648584","10.47341611220314","2.763190399275051","58.67584898503456","43.46082720277577","100.32863971590263","78.92681449448128","8.901492881292835","9.099204487926098","32.06752011771945","22.4211941069643","31.718968524201937","57.501255507010264","34.82657132042274","25.11317020494796","40.896002138692275","39.91808122679153","22.80867979787712","28.816112780228504","49.813654888008514","66.84122649543609","81.17443679018882","26.066475710477246","38.070309667035446","43.46082720277577","58.814377696390416","26.669024403700345","57.501255507010264","53.91479743420966","31.619993730902674","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003137165","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=f41b3349635c4db3951083ad68727fc2&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2825.0"",""main.cluster index_upperinput"":""2825.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=f41b3349635c4db3951083ad68727fc2&show=true","false","InChI=1S/C23H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24(2,3)4/h22,25H,5-21H2,1-4H3/t22-/m1/s1","qTof","ESI","Positive","3","0.00109863","0.888042","2.27779","2825","0.0","Feature Node","136","482.3241","Data from Pieter Dorrestein","482.3241","7.2477","7.2477","false","2825","7","CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","CCMSLIB00003137165","6118.4007757945965","nan","N/A"
